Member_number,Date,productId,items,productName,price,Category,order_id,gross_sales
1028,2014-04-05,35,2,sugar,1.2,Bakery & Sweets,30282,2.4
2871,2014-09-21,18,2,yogurt,2.2,Dairy,30283,4.4
2674,2014-05-19,40,2,grapes,9.4,Fresh Food,30284,18.8
3708,2014-07-17,60,1,cream cheese,6.3,Dairy,30285,6.3
3194,2014-02-02,75,3,frozen vegetables,2.5,Frozen & Processed Food,30286,7.5
2111,2014-05-30,50,3,bottled beer,1.8,Beverages,30287,5.4
3828,2014-02-24,38,2,soda,0.8,Beverages,30288,1.6
1031,2014-03-04,6,3,pot plants,3.5,Household & Hygiene,30289,10.5
3407,2014-09-11,45,3,curd,9.8,Dairy,30290,29.400000000000002
3226,2014-09-15,12,3,fruit/vegetable juice,2.1,Beverages,30291,6.300000000000001
1198,2014-07-29,53,2,specialty chocolate,18.8,Bakery & Sweets,30292,37.6
4032,2014-07-18,75,3,frozen vegetables,2.5,Frozen & Processed Food,30293,7.5
1687,2014-05-21,64,3,UHT-milk,2.1,Dairy,30294,6.300000000000001
2533,2014-10-30,58,3,ice cream,1.8,Frozen & Processed Food,30295,5.4
2396,2014-07-27,38,1,soda,0.8,Beverages,30296,0.8
4209,2014-03-18,14,1,chocolate,11.5,Bakery & Sweets,30297,11.5
2982,2014-06-15,59,3,hard cheese,4.5,Dairy,30298,13.5
2457,2014-12-13,20,3,brown bread,0.8,Bakery & Sweets,30299,2.4000000000000004
1921,2014-03-27,114,3,napkins,21.8,Household & Hygiene,30300,65.4
1201,2014-10-24,2,3,whole milk,1.8,Dairy,30301,5.4
3140,2014-09-25,46,3,pasta,3.1,Pantry Staples,30302,9.3
2576,2014-12-25,12,3,fruit/vegetable juice,2.1,Beverages,30303,6.300000000000001
3390,2014-11-30,104,1,cat food,11.2,Pet Care,30304,11.2
2016,2014-09-18,74,2,whipped/sour cream,5.5,Dairy,30305,11.0
3004,2014-09-04,38,3,soda,0.8,Beverages,30306,2.4000000000000004
3087,2014-04-10,18,3,yogurt,2.2,Dairy,30307,6.6000000000000005
3866,2014-04-20,151,3,cocoa drinks,2.1,Beverages,30308,6.300000000000001
4013,2014-08-04,18,2,yogurt,2.2,Dairy,30309,4.4
1195,2014-08-14,71,3,shopping bags,5.12,Household & Hygiene,30310,15.36
2849,2014-06-30,20,3,brown bread,0.8,Bakery & Sweets,30311,2.4000000000000004
4604,2014-12-19,38,2,soda,0.8,Beverages,30312,1.6
1114,2014-12-14,7,3,citrus fruit,1.5,Fresh Food,30313,4.5
2698,2014-10-14,4,2,other vegetables,0.8,Fresh Food,30314,1.6
1074,2014-02-04,146,2,ketchup,1.25,Pantry Staples,30315,2.5
2188,2014-10-08,51,3,dessert,1.15,Bakery & Sweets,30316,3.4499999999999997
2946,2014-11-19,70,1,margarine,3.5,Pantry Staples,30317,3.5
2337,2014-02-25,27,1,coffee,8.5,Beverages,30318,8.5
2064,2014-04-06,59,3,hard cheese,4.5,Dairy,30319,13.5
4714,2014-06-20,17,2,bottled water,0.5,Beverages,30320,1.0
1515,2014-03-09,38,2,soda,0.8,Beverages,30321,1.6
2093,2014-05-03,73,2,oil,3.4,Pantry Staples,30322,6.8
2215,2014-05-06,158,3,flower (seeds),6.8,Household & Hygiene,30323,20.4
4321,2014-08-13,28,1,misc. beverages,1.2,Beverages,30324,1.2
1700,2014-11-05,71,2,shopping bags,5.12,Household & Hygiene,30325,10.24
2705,2014-07-25,71,2,shopping bags,5.12,Household & Hygiene,30326,10.24
1904,2014-04-24,4,3,other vegetables,0.8,Fresh Food,30327,2.4000000000000004
1915,2014-04-03,27,1,coffee,8.5,Beverages,30328,8.5
3248,2014-10-16,4,1,other vegetables,0.8,Fresh Food,30329,0.8
4785,2014-04-30,71,3,shopping bags,5.12,Household & Hygiene,30330,15.36
4217,2014-08-30,45,1,curd,9.8,Dairy,30331,9.8
3426,2014-08-17,28,3,misc. beverages,1.2,Beverages,30332,3.5999999999999996
4130,2014-08-01,44,2,newspapers,3.2,Specialty & Seasonal,30333,6.4
3569,2014-08-10,89,3,spread cheese,2.5,Dairy,30334,7.5
1005,2014-01-23,70,2,margarine,3.5,Pantry Staples,30335,7.0
1945,2014-11-05,74,3,whipped/sour cream,5.5,Dairy,30336,16.5
1109,2014-10-31,70,2,margarine,3.5,Pantry Staples,30337,7.0
3176,2014-06-09,24,2,pastry,3.1,Bakery & Sweets,30338,6.2
2394,2014-06-05,45,3,curd,9.8,Dairy,30339,29.400000000000002
1969,2014-08-28,50,2,bottled beer,1.8,Beverages,30340,3.6
3643,2014-07-08,38,1,soda,0.8,Beverages,30341,0.8
4656,2014-10-18,38,3,soda,0.8,Beverages,30342,2.4000000000000004
1655,2014-06-21,95,1,frozen fish,5.8,Frozen & Processed Food,30343,5.8
3679,2014-05-25,80,2,salty snack,0.5,Snacks,30344,1.0
3735,2014-07-13,2,2,whole milk,1.8,Dairy,30345,3.6
4828,2014-11-30,80,2,salty snack,0.5,Snacks,30346,1.0
4756,2014-07-05,2,3,whole milk,1.8,Dairy,30347,5.4
4859,2014-06-07,45,2,curd,9.8,Dairy,30348,19.6
4342,2014-05-15,74,1,whipped/sour cream,5.5,Dairy,30349,5.5
3552,2014-02-24,119,1,long life bakery product,9.9,Bakery & Sweets,30350,9.9
3373,2014-05-09,20,3,brown bread,0.8,Bakery & Sweets,30351,2.4000000000000004
2057,2014-04-16,64,1,UHT-milk,2.1,Dairy,30352,2.1
4324,2014-09-20,39,3,detergent,5.5,Household & Hygiene,30353,16.5
1165,2014-05-02,2,3,whole milk,1.8,Dairy,30354,5.4
2939,2014-10-22,17,2,bottled water,0.5,Beverages,30355,1.0
4900,2014-05-04,62,1,pickled vegetables,2.7,Fresh Food,30356,2.7
4206,2014-01-14,5,1,rolls/buns,1.2,Bakery & Sweets,30357,1.2
2662,2014-02-03,38,1,soda,0.8,Beverages,30358,0.8
1107,2014-06-14,44,2,newspapers,3.2,Specialty & Seasonal,30359,6.4
2543,2014-05-27,74,3,whipped/sour cream,5.5,Dairy,30360,16.5
2111,2014-12-07,32,1,red/blush wine,12.2,Beverages,30361,12.2
4492,2014-11-25,5,1,rolls/buns,1.2,Bakery & Sweets,30362,1.2
2037,2014-04-13,69,1,domestic eggs,1.25,Fresh Food,30363,1.25
3973,2014-06-28,62,1,pickled vegetables,2.7,Fresh Food,30364,2.7
3947,2014-05-13,44,2,newspapers,3.2,Specialty & Seasonal,30365,6.4
3662,2014-08-26,49,3,beverages,1.1,Beverages,30366,3.3000000000000003
1495,2014-01-08,4,1,other vegetables,0.8,Fresh Food,30367,0.8
3403,2014-04-16,71,1,shopping bags,5.12,Household & Hygiene,30368,5.12
3580,2014-03-17,11,3,butter,3.2,Dairy,30369,9.600000000000001
4025,2014-05-03,64,2,UHT-milk,2.1,Dairy,30370,4.2
4915,2014-12-08,75,2,frozen vegetables,2.5,Frozen & Processed Food,30371,5.0
2105,2014-12-02,5,2,rolls/buns,1.2,Bakery & Sweets,30372,2.4
3403,2014-02-26,20,2,brown bread,0.8,Bakery & Sweets,30373,1.6
4159,2014-05-29,136,1,dishes,6.8,Specialty & Seasonal,30374,6.8
1741,2014-12-10,13,3,packaged fruit/vegetables,3.5,Fresh Food,30375,10.5
3417,2014-09-02,2,3,whole milk,1.8,Dairy,30376,5.4
3895,2014-06-14,98,3,light bulbs,5.7,Household & Hygiene,30377,17.1
1014,2014-09-04,16,2,butter milk,6.1,Dairy,30378,12.2
1998,2014-11-10,74,2,whipped/sour cream,5.5,Dairy,30379,11.0
3462,2014-10-11,17,3,bottled water,0.5,Beverages,30380,1.5
3584,2014-05-29,128,1,soft cheese,7.2,Dairy,30381,7.2
4927,2014-04-13,38,2,soda,0.8,Beverages,30382,1.6
1908,2014-03-28,12,1,fruit/vegetable juice,2.1,Beverages,30383,2.1
1139,2014-01-15,128,3,soft cheese,7.2,Dairy,30384,21.6
3168,2014-03-19,20,2,brown bread,0.8,Bakery & Sweets,30385,1.6
4373,2014-07-07,88,1,house keeping products,8.5,Household & Hygiene,30386,8.5
4244,2014-09-20,103,2,semi-finished bread,1.1,Frozen & Processed Food,30387,2.2
4661,2014-06-09,11,3,butter,3.2,Dairy,30388,9.600000000000001
3305,2014-03-06,44,3,newspapers,3.2,Specialty & Seasonal,30389,9.600000000000001
1408,2014-01-09,58,3,ice cream,1.8,Frozen & Processed Food,30390,5.4
2242,2014-02-04,71,1,shopping bags,5.12,Household & Hygiene,30391,5.12
4160,2014-04-25,75,2,frozen vegetables,2.5,Frozen & Processed Food,30392,5.0
2129,2014-01-05,27,2,coffee,8.5,Beverages,30393,17.0
3518,2014-02-06,4,2,other vegetables,0.8,Fresh Food,30394,1.6
2794,2014-07-13,45,3,curd,9.8,Dairy,30395,29.400000000000002
3666,2014-10-15,115,1,waffles,2.5,Bakery & Sweets,30396,2.5
3094,2014-07-13,74,3,whipped/sour cream,5.5,Dairy,30397,16.5
3730,2014-02-03,24,3,pastry,3.1,Bakery & Sweets,30398,9.3
4612,2014-09-08,50,1,bottled beer,1.8,Beverages,30399,1.8
2897,2014-04-26,14,3,chocolate,11.5,Bakery & Sweets,30400,34.5
4132,2014-09-20,70,3,margarine,3.5,Pantry Staples,30401,10.5
4721,2014-06-24,5,2,rolls/buns,1.2,Bakery & Sweets,30402,2.4
3113,2014-12-26,4,1,other vegetables,0.8,Fresh Food,30403,0.8
1772,2014-04-09,165,1,make up remover,3.4,Personal Care,30404,3.4
4470,2014-02-08,61,2,liquor,8.5,Beverages,30405,17.0
3737,2014-12-30,3,1,pip fruit,3.0,Fresh Food,30406,3.0
4171,2014-01-07,2,2,whole milk,1.8,Dairy,30407,3.6
1300,2014-09-04,18,3,yogurt,2.2,Dairy,30408,6.6000000000000005
4822,2014-01-03,18,1,yogurt,2.2,Dairy,30409,2.2
3458,2014-04-29,24,1,pastry,3.1,Bakery & Sweets,30410,3.1
3912,2014-11-08,18,3,yogurt,2.2,Dairy,30411,6.6000000000000005
2716,2014-01-16,31,3,curd cheese,9.2,Dairy,30412,27.599999999999998
4244,2014-04-17,50,1,bottled beer,1.8,Beverages,30413,1.8
3009,2014-11-13,64,1,UHT-milk,2.1,Dairy,30414,2.1
2406,2014-03-12,72,1,salt,0.7,Pantry Staples,30415,0.7
2185,2014-05-25,4,2,other vegetables,0.8,Fresh Food,30416,1.6
1575,2014-06-27,142,1,seasonal products,5.4,Specialty & Seasonal,30417,5.4
2986,2014-11-03,38,1,soda,0.8,Beverages,30418,0.8
1676,2014-03-29,38,3,soda,0.8,Beverages,30419,2.4000000000000004
2621,2014-06-26,84,3,female sanitary products,2.5,Personal Care,30420,7.5
2709,2014-01-01,75,2,frozen vegetables,2.5,Frozen & Processed Food,30421,5.0
2706,2014-10-10,28,3,misc. beverages,1.2,Beverages,30422,3.5999999999999996
1144,2014-04-08,27,1,coffee,8.5,Beverages,30423,8.5
1869,2014-03-15,95,1,frozen fish,5.8,Frozen & Processed Food,30424,5.8
3067,2014-02-27,79,2,specialty cheese,12.14,Dairy,30425,24.28
1297,2014-03-04,69,3,domestic eggs,1.25,Fresh Food,30426,3.75
4747,2014-04-02,128,3,soft cheese,7.2,Dairy,30427,21.6
3346,2014-08-11,114,3,napkins,21.8,Household & Hygiene,30428,65.4
1556,2014-05-31,128,2,soft cheese,7.2,Dairy,30429,14.4
3671,2014-04-16,2,3,whole milk,1.8,Dairy,30430,5.4
2648,2014-05-22,27,3,coffee,8.5,Beverages,30431,25.5
4622,2014-05-30,17,3,bottled water,0.5,Beverages,30432,1.5
2855,2014-11-07,96,1,hygiene articles,7.5,Household & Hygiene,30433,7.5
4494,2014-01-27,61,2,liquor,8.5,Beverages,30434,17.0
4575,2014-04-08,2,1,whole milk,1.8,Dairy,30435,1.8
4770,2014-02-17,131,2,roll products,8.6,Specialty & Seasonal,30436,17.2
2294,2014-09-25,124,3,specialty fat,4.5,Pantry Staples,30437,13.5
2449,2014-09-06,45,1,curd,9.8,Dairy,30438,9.8
2411,2014-04-21,2,3,whole milk,1.8,Dairy,30439,5.4
2257,2014-06-27,46,3,pasta,3.1,Pantry Staples,30440,9.3
2271,2014-08-07,62,2,pickled vegetables,2.7,Fresh Food,30441,5.4
4101,2014-08-05,70,3,margarine,3.5,Pantry Staples,30442,10.5
4564,2014-01-29,74,1,whipped/sour cream,5.5,Dairy,30443,5.5
2886,2014-02-14,115,2,waffles,2.5,Bakery & Sweets,30444,5.0
2511,2014-07-12,71,2,shopping bags,5.12,Household & Hygiene,30445,10.24
4933,2014-07-30,45,1,curd,9.8,Dairy,30446,9.8
1190,2014-10-27,22,3,root vegetables,1.8,Fresh Food,30447,5.4
4364,2014-06-07,5,3,rolls/buns,1.2,Bakery & Sweets,30448,3.5999999999999996
3918,2014-12-14,53,3,specialty chocolate,18.8,Bakery & Sweets,30449,56.400000000000006
4749,2014-10-30,123,3,mustard,5.2,Pantry Staples,30450,15.600000000000001
3919,2014-02-15,24,3,pastry,3.1,Bakery & Sweets,30451,9.3
1148,2014-11-01,4,2,other vegetables,0.8,Fresh Food,30452,1.6
4219,2014-05-14,16,2,butter milk,6.1,Dairy,30453,12.2
2241,2014-08-02,68,1,photo/film,11.9,Household & Hygiene,30454,11.9
4915,2014-01-09,76,3,sliced cheese,4.2,Dairy,30455,12.600000000000001
2632,2014-03-08,75,3,frozen vegetables,2.5,Frozen & Processed Food,30456,7.5
2847,2014-01-05,41,3,processed cheese,6.4,Dairy,30457,19.200000000000003
3937,2014-10-02,38,1,soda,0.8,Beverages,30458,0.8
4416,2014-02-25,4,3,other vegetables,0.8,Fresh Food,30459,2.4000000000000004
2084,2014-10-11,104,2,cat food,11.2,Pet Care,30460,22.4
3604,2014-08-12,22,3,root vegetables,1.8,Fresh Food,30461,5.4
4463,2014-05-03,34,1,flour,2.1,Pantry Staples,30462,2.1
3950,2014-12-11,2,2,whole milk,1.8,Dairy,30463,3.6
3540,2014-02-23,60,2,cream cheese,6.3,Dairy,30464,12.6
4077,2014-09-29,44,2,newspapers,3.2,Specialty & Seasonal,30465,6.4
4144,2014-05-12,115,3,waffles,2.5,Bakery & Sweets,30466,7.5
3576,2014-05-15,37,1,herbs,6.5,Fresh Food,30467,6.5
3209,2014-04-08,61,1,liquor,8.5,Beverages,30468,8.5
1011,2014-06-02,24,3,pastry,3.1,Bakery & Sweets,30469,9.3
2760,2014-04-19,74,1,whipped/sour cream,5.5,Dairy,30470,5.5
3967,2014-10-10,71,2,shopping bags,5.12,Household & Hygiene,30471,10.24
3668,2014-02-23,50,2,bottled beer,1.8,Beverages,30472,3.6
3258,2014-09-24,17,1,bottled water,0.5,Beverages,30473,0.5
4336,2014-10-12,20,1,brown bread,0.8,Bakery & Sweets,30474,0.8
4632,2014-02-03,5,3,rolls/buns,1.2,Bakery & Sweets,30475,3.5999999999999996
1676,2014-11-11,1,3,tropical fruit,7.8,Fresh Food,30476,23.4
4566,2014-09-16,71,3,shopping bags,5.12,Household & Hygiene,30477,15.36
4730,2014-09-26,22,3,root vegetables,1.8,Fresh Food,30478,5.4
4274,2014-05-22,74,3,whipped/sour cream,5.5,Dairy,30479,16.5
2860,2014-10-26,11,3,butter,3.2,Dairy,30480,9.600000000000001
4316,2014-08-17,6,2,pot plants,3.5,Household & Hygiene,30481,7.0
3915,2014-06-11,27,1,coffee,8.5,Beverages,30482,8.5
2059,2014-02-17,119,3,long life bakery product,9.9,Bakery & Sweets,30483,29.700000000000003
1694,2014-07-27,11,2,butter,3.2,Dairy,30484,6.4
4941,2014-02-24,38,1,soda,0.8,Beverages,30485,0.8
3840,2014-05-17,36,1,frozen meals,9.7,Frozen & Processed Food,30486,9.7
3282,2014-05-12,4,1,other vegetables,0.8,Fresh Food,30487,0.8
4272,2014-06-23,70,3,margarine,3.5,Pantry Staples,30488,10.5
1821,2014-01-13,16,3,butter milk,6.1,Dairy,30489,18.299999999999997
1524,2014-02-06,20,3,brown bread,0.8,Bakery & Sweets,30490,2.4000000000000004
3849,2014-07-02,78,1,baking powder,1.8,Pantry Staples,30491,1.8
2964,2014-02-04,45,1,curd,9.8,Dairy,30492,9.8
1506,2014-10-23,12,2,fruit/vegetable juice,2.1,Beverages,30493,4.2
1682,2014-09-09,44,2,newspapers,3.2,Specialty & Seasonal,30494,6.4
3458,2014-12-23,51,2,dessert,1.15,Bakery & Sweets,30495,2.3
1248,2014-02-01,11,2,butter,3.2,Dairy,30496,6.4
4330,2014-05-13,69,1,domestic eggs,1.25,Fresh Food,30497,1.25
4493,2014-05-05,2,3,whole milk,1.8,Dairy,30498,5.4
3222,2014-12-03,36,3,frozen meals,9.7,Frozen & Processed Food,30499,29.099999999999998
1567,2014-08-13,14,3,chocolate,11.5,Bakery & Sweets,30500,34.5
2866,2014-04-16,2,3,whole milk,1.8,Dairy,30501,5.4
3749,2014-09-07,74,2,whipped/sour cream,5.5,Dairy,30502,11.0
2034,2014-12-22,5,1,rolls/buns,1.2,Bakery & Sweets,30503,1.2
3789,2014-01-13,5,3,rolls/buns,1.2,Bakery & Sweets,30504,3.5999999999999996
2514,2014-01-03,2,1,whole milk,1.8,Dairy,30505,1.8
3315,2014-01-21,2,2,whole milk,1.8,Dairy,30506,3.6
4951,2014-10-27,147,2,cream,5.2,Dairy,30507,10.4
2908,2014-03-28,18,3,yogurt,2.2,Dairy,30508,6.6000000000000005
3439,2014-12-06,20,3,brown bread,0.8,Bakery & Sweets,30509,2.4000000000000004
2661,2014-12-05,38,2,soda,0.8,Beverages,30510,1.6
3609,2014-08-12,12,2,fruit/vegetable juice,2.1,Beverages,30511,4.2
1165,2014-04-01,88,1,house keeping products,8.5,Household & Hygiene,30512,8.5
1212,2014-06-03,72,2,salt,0.7,Pantry Staples,30513,1.4
1921,2014-06-11,14,1,chocolate,11.5,Bakery & Sweets,30514,11.5
3203,2014-04-04,26,2,berries,10.8,Fresh Food,30515,21.6
4984,2014-06-07,69,1,domestic eggs,1.25,Fresh Food,30516,1.25
4254,2014-12-25,69,2,domestic eggs,1.25,Fresh Food,30517,2.5
3584,2014-07-03,4,2,other vegetables,0.8,Fresh Food,30518,1.6
4008,2014-12-18,101,1,canned fish,2.1,Frozen & Processed Food,30519,2.1
2512,2014-09-28,17,1,bottled water,0.5,Beverages,30520,0.5
1034,2014-05-13,44,3,newspapers,3.2,Specialty & Seasonal,30521,9.600000000000001
2174,2014-07-31,75,3,frozen vegetables,2.5,Frozen & Processed Food,30522,7.5
4667,2014-08-31,115,2,waffles,2.5,Bakery & Sweets,30523,5.0
1908,2014-08-21,38,2,soda,0.8,Beverages,30524,1.6
2781,2014-10-04,2,1,whole milk,1.8,Dairy,30525,1.8
4073,2014-01-30,26,2,berries,10.8,Fresh Food,30526,21.6
2193,2014-09-11,85,3,cling film/bags,2.2,Household & Hygiene,30527,6.6000000000000005
1980,2014-11-21,34,1,flour,2.1,Pantry Staples,30528,2.1
4226,2014-11-27,51,2,dessert,1.15,Bakery & Sweets,30529,2.3
1508,2014-04-25,6,1,pot plants,3.5,Household & Hygiene,30530,3.5
4187,2014-04-19,66,3,onions,1.3,Fresh Food,30531,3.9000000000000004
1793,2014-12-14,75,3,frozen vegetables,2.5,Frozen & Processed Food,30532,7.5
3160,2014-01-14,71,3,shopping bags,5.12,Household & Hygiene,30533,15.36
3186,2014-12-11,73,2,oil,3.4,Pantry Staples,30534,6.8
3268,2014-05-04,71,2,shopping bags,5.12,Household & Hygiene,30535,10.24
4084,2014-11-28,4,2,other vegetables,0.8,Fresh Food,30536,1.6
3854,2014-12-27,140,2,tidbits,1.1,Snacks,30537,2.2
2801,2014-07-17,70,2,margarine,3.5,Pantry Staples,30538,7.0
3283,2014-08-31,18,2,yogurt,2.2,Dairy,30539,4.4
2549,2014-06-28,17,3,bottled water,0.5,Beverages,30540,1.5
4707,2014-06-10,12,3,fruit/vegetable juice,2.1,Beverages,30541,6.300000000000001
3828,2014-05-16,17,2,bottled water,0.5,Beverages,30542,1.0
2946,2014-09-29,83,3,white bread,0.3,Bakery & Sweets,30543,0.8999999999999999
2156,2014-02-15,14,1,chocolate,11.5,Bakery & Sweets,30544,11.5
2215,2014-09-15,83,2,white bread,0.3,Bakery & Sweets,30545,0.6
4666,2014-11-26,17,1,bottled water,0.5,Beverages,30546,0.5
3428,2014-03-05,45,2,curd,9.8,Dairy,30547,19.6
4736,2014-04-25,142,2,seasonal products,5.4,Specialty & Seasonal,30548,10.8
1726,2014-03-14,4,3,other vegetables,0.8,Fresh Food,30549,2.4000000000000004
3731,2014-11-02,71,1,shopping bags,5.12,Household & Hygiene,30550,5.12
2869,2014-11-08,17,3,bottled water,0.5,Beverages,30551,1.5
3632,2014-06-11,65,2,candy,3.6,Bakery & Sweets,30552,7.2
3069,2014-04-04,136,1,dishes,6.8,Specialty & Seasonal,30553,6.8
4180,2014-08-02,25,2,canned beer,1.1,Beverages,30554,2.2
2743,2014-02-26,33,3,frozen potato products,3.0,Frozen & Processed Food,30555,9.0
4966,2014-12-30,70,2,margarine,3.5,Pantry Staples,30556,7.0
4914,2014-04-15,118,2,chocolate marshmallow,4.13,Bakery & Sweets,30557,8.26
2100,2014-05-13,18,3,yogurt,2.2,Dairy,30558,6.6000000000000005
4045,2014-02-11,49,2,beverages,1.1,Beverages,30559,2.2
4594,2014-07-13,101,1,canned fish,2.1,Frozen & Processed Food,30560,2.1
3237,2014-08-04,18,3,yogurt,2.2,Dairy,30561,6.6000000000000005
2515,2014-10-22,158,2,flower (seeds),6.8,Household & Hygiene,30562,13.6
2825,2014-05-06,33,3,frozen potato products,3.0,Frozen & Processed Food,30563,9.0
1095,2014-08-06,34,2,flour,2.1,Pantry Staples,30564,4.2
2877,2014-06-13,123,3,mustard,5.2,Pantry Staples,30565,15.600000000000001
3851,2014-05-06,24,3,pastry,3.1,Bakery & Sweets,30566,9.3
2552,2014-02-19,14,1,chocolate,11.5,Bakery & Sweets,30567,11.5
4550,2014-11-20,18,3,yogurt,2.2,Dairy,30568,6.6000000000000005
3797,2014-01-01,2,1,whole milk,1.8,Dairy,30569,1.8
4630,2014-06-29,101,3,canned fish,2.1,Frozen & Processed Food,30570,6.300000000000001
1946,2014-03-08,66,3,onions,1.3,Fresh Food,30571,3.9000000000000004
1803,2014-09-24,38,2,soda,0.8,Beverages,30572,1.6
1504,2014-12-24,55,2,cleaner,11.8,Household & Hygiene,30573,23.6
4320,2014-02-17,5,2,rolls/buns,1.2,Bakery & Sweets,30574,2.4
3384,2014-03-08,36,3,frozen meals,9.7,Frozen & Processed Food,30575,29.099999999999998
2256,2014-08-02,75,3,frozen vegetables,2.5,Frozen & Processed Food,30576,7.5
2794,2014-07-23,12,1,fruit/vegetable juice,2.1,Beverages,30577,2.1
1389,2014-04-29,160,1,tea,8.7,Beverages,30578,8.7
4573,2014-03-11,76,1,sliced cheese,4.2,Dairy,30579,4.2
1698,2014-01-17,18,2,yogurt,2.2,Dairy,30580,4.4
1856,2014-01-29,5,2,rolls/buns,1.2,Bakery & Sweets,30581,2.4
1702,2014-02-26,115,1,waffles,2.5,Bakery & Sweets,30582,2.5
2138,2014-02-18,119,3,long life bakery product,9.9,Bakery & Sweets,30583,29.700000000000003
4217,2014-06-20,2,2,whole milk,1.8,Dairy,30584,3.6
2419,2014-07-26,41,2,processed cheese,6.4,Dairy,30585,12.8
2701,2014-04-30,72,1,salt,0.7,Pantry Staples,30586,0.7
1061,2014-05-19,14,2,chocolate,11.5,Bakery & Sweets,30587,23.0
4671,2014-07-14,74,1,whipped/sour cream,5.5,Dairy,30588,5.5
4370,2014-06-06,18,2,yogurt,2.2,Dairy,30589,4.4
2055,2014-11-07,69,3,domestic eggs,1.25,Fresh Food,30590,3.75
1646,2014-03-14,44,3,newspapers,3.2,Specialty & Seasonal,30591,9.600000000000001
3511,2014-09-09,100,2,chewing gum,0.5,Specialty & Seasonal,30592,1.0
3164,2014-09-16,71,1,shopping bags,5.12,Household & Hygiene,30593,5.12
2957,2014-12-21,50,2,bottled beer,1.8,Beverages,30594,3.6
4876,2014-03-25,20,1,brown bread,0.8,Bakery & Sweets,30595,0.8
1931,2014-06-25,20,2,brown bread,0.8,Bakery & Sweets,30596,1.6
1639,2014-08-21,14,3,chocolate,11.5,Bakery & Sweets,30597,34.5
2232,2014-10-01,34,3,flour,2.1,Pantry Staples,30598,6.300000000000001
3063,2014-07-27,18,2,yogurt,2.2,Dairy,30599,4.4
3486,2014-09-12,65,2,candy,3.6,Bakery & Sweets,30600,7.2
3347,2014-01-10,5,2,rolls/buns,1.2,Bakery & Sweets,30601,2.4
1294,2014-12-22,128,3,soft cheese,7.2,Dairy,30602,21.6
3982,2014-10-30,49,3,beverages,1.1,Beverages,30603,3.3000000000000003
3903,2014-02-20,142,1,seasonal products,5.4,Specialty & Seasonal,30604,5.4
1434,2014-03-27,115,2,waffles,2.5,Bakery & Sweets,30605,5.0
3560,2014-03-21,61,2,liquor,8.5,Beverages,30606,17.0
2228,2014-10-25,96,3,hygiene articles,7.5,Household & Hygiene,30607,22.5
4190,2014-06-28,17,2,bottled water,0.5,Beverages,30608,1.0
1391,2014-01-30,44,1,newspapers,3.2,Specialty & Seasonal,30609,3.2
1243,2014-01-08,85,2,cling film/bags,2.2,Household & Hygiene,30610,4.4
2594,2014-09-15,24,3,pastry,3.1,Bakery & Sweets,30611,9.3
1854,2014-03-11,95,2,frozen fish,5.8,Frozen & Processed Food,30612,11.6
2666,2014-05-23,75,3,frozen vegetables,2.5,Frozen & Processed Food,30613,7.5
1811,2014-02-07,96,1,hygiene articles,7.5,Household & Hygiene,30614,7.5
2480,2014-02-01,62,1,pickled vegetables,2.7,Fresh Food,30615,2.7
2081,2014-02-14,142,2,seasonal products,5.4,Specialty & Seasonal,30616,10.8
2342,2014-11-26,119,2,long life bakery product,9.9,Bakery & Sweets,30617,19.8
1990,2014-06-26,158,3,flower (seeds),6.8,Household & Hygiene,30618,20.4
4514,2014-07-17,32,1,red/blush wine,12.2,Beverages,30619,12.2
3681,2014-05-19,124,1,specialty fat,4.5,Pantry Staples,30620,4.5
3559,2014-12-18,141,1,cooking chocolate,7.2,Bakery & Sweets,30621,7.2
1579,2014-06-15,25,1,canned beer,1.1,Beverages,30622,1.1
3033,2014-09-18,59,2,hard cheese,4.5,Dairy,30623,9.0
4699,2014-08-02,28,2,misc. beverages,1.2,Beverages,30624,2.4
3081,2014-09-23,56,3,white wine,14.2,Beverages,30625,42.599999999999994
2336,2014-01-28,53,1,specialty chocolate,18.8,Bakery & Sweets,30626,18.8
2132,2014-08-08,24,2,pastry,3.1,Bakery & Sweets,30627,6.2
4039,2014-05-18,96,2,hygiene articles,7.5,Household & Hygiene,30628,15.0
3415,2014-06-10,17,1,bottled water,0.5,Beverages,30629,0.5
3343,2014-02-21,71,2,shopping bags,5.12,Household & Hygiene,30630,10.24
4773,2014-09-06,70,3,margarine,3.5,Pantry Staples,30631,10.5
4652,2014-05-20,17,3,bottled water,0.5,Beverages,30632,1.5
3717,2014-08-25,38,1,soda,0.8,Beverages,30633,0.8
2460,2014-02-17,38,3,soda,0.8,Beverages,30634,2.4000000000000004
2069,2014-06-10,114,2,napkins,21.8,Household & Hygiene,30635,43.6
4978,2014-01-18,40,3,grapes,9.4,Fresh Food,30636,28.200000000000003
1778,2014-11-26,68,2,photo/film,11.9,Household & Hygiene,30637,23.8
3283,2014-03-30,95,1,frozen fish,5.8,Frozen & Processed Food,30638,5.8
1816,2014-01-18,154,1,cake bar,2.4,Bakery & Sweets,30639,2.4
1655,2014-01-12,5,2,rolls/buns,1.2,Bakery & Sweets,30640,2.4
2534,2014-03-29,25,2,canned beer,1.1,Beverages,30641,2.2
2511,2014-02-24,4,3,other vegetables,0.8,Fresh Food,30642,2.4000000000000004
